filename,vendor,date,amount,ocr_text
18.jpg,Unknown,Unknown,4215491.0,"'eedlbk You I # walmar corn 863-318 14150) CYPRL S5 Mu"" ; MaRK M7inieprhavLGanu N3e BLVD Opm FL 27884 ~WAIER I4,36 TRH 05386 watik 007874235191 CREAT 0.98 VAI UF GRL Ai Va UE 9078/4206203 GaIN 007874206293 GAin VEG 011 003700076954 FS 007874221000 CDBR F5 Gpk 00400005o533 MIXED CHOC 003400029305 E 004000047587 GAIN 004326880012 HY 01013 /00082355 PM 035497333521H GV 202 MINI 001280051783 CRNbRy  KANCE  003620209605 SPREADS 002740026499 F FGGS 6CT 007874212709 SUBTOTAL TaX 7.000   TOTAL  . DEBTT TEND CHANGE   QUE 0.00 EF UEBTT Pay FRO4 PRIMARY 86 TOTAL PURCHASE FIFTHTHIRD   De Bit Li KKtK 9832 I 0 REF # 130400725877 NET WORK TD: 0076 APPR CODE  001740 US Debi t AID  A0ocooco042203 AAC  A8F ABF 300F007485 TERMINAL  SC01115i 10/31/21 10:08:22 ITEMS SULD 18 ICH   7563' 4623.3938.0953.,7373 Low Prices You Can Trust ; Every Dav 10/31/21 71o:08:26 Givo Iui Vov voma/isings Walmart - ~0752 Si# 03447 (KKU3G 0078/4215491 TTE 00370007700/ SNLCKFR CHERRIES RSIIEG BATTERIES"
19.jpg,Unknown,Unknown,4909886.0,"Give uS feedback @ survey Thank youl ID #: 7ODRJJ99F3X com Walmart  | 863-676-9425 Mgr ' . ., 2000 STATE 60 E LAKE WALES FL SFT; 008595OP#49098860TE4,26* TR#,02422 GRILL COVER ' 471288396027 14.97 FIBER CHOICE 036926600094 CELERY' HEART  003338365301 RED GRAPE 000000004023KF 2.48 N 2.51 Ib 1 Ib /1.44 3.61 SUBTOTAL 34.68 N TAX 7.000 % 35 05 SHOPPING CARD_TEND 35.05 CHANGE  DUE 0.00 SHOP . CARD REDEMPTION 35.05 ACCOUNT *xx*0246 Beg Bal Ant End Bal 157.29 35.05 122.24 # ITEMS SOLD IC# 6949 6652.6669.8007 1705 Low Pr ces You Can Day 10/16/21 Uc; /i "" -walnart - :EURIEL ROad 33898 12.94 TOTAL Tran Trust _ Every 11.22:45"
2.jpg,Unknown,Unknown,980840.0,Give us feedback survey.wal mart com you! ID #: ZPB65JWCFZ2 Walmart 949 498-6669 Mgr : MICHAEL 951 AVENIDA PICO SAN CLEMENTE CA 92673 ST# 02527 OP# 009045 TE# 45 TR# 06193 GV OATMEAL 007874243408 76 OT  2002 TUM 081236803115 6.74 X M ATHLETICS 019104567781 24.97 X DEXAS 15X20 008429710921 12.97 X SUBTOTAL 46. 44 TAX 7.750 % TOTAL  DEBIT TEND 49.90 CHANGE   DUE 0.00 EFT DEBIT PAY FROM PRIMARY 49.90 TOTAL PURCHASE US DEBIT LN C Krt* *tr* 9689 I REF # 029200639128 NETWORK  ID _ 0056 APPR CODE 461500 US DEBIT AD A0000000980840 AAC 7756F 4EB82B54EED TERMINAL # SC011004 10/18/20 11.30:42 ITEMS SOLD Tc# 2400 4776 4305 8847 1471 W Introducing Walmart+ Join loday #l walmar[ conplus Low Prices You Can Trust_ Every Day  10/18/20 11.30:46 Thark
3.jpg,Unknown,Unknown,9358662.0,"to uin 251800"" '""86""{e7N68f, Iviacond  chance 317 Walmart  864-1102 Hur 'JAHIE BROOKSHIRE 882 Teng, Road 96482 SPFERODOESIle3689*tR? 96976, E#; IoTS 8323173885380 2.88 8 AraccL bers 002190848816 1 8 HRI Ci E 003 {zo5os888` 6 88 8 003 VoIdeD ENTEY HRI CL Chs 0031 88 Hei Gz SG QOjI= 129696988 1 88 PEP 003120607000 EaRBUDS 0681 15100916 8 66e""GhI Ihlehpbe 8271178054 E # 1 DV 007874219410 1 Bd Ge 88i0251 li4 4 avo WVERBETtR 935866286 [003333 F H ROLLS 907874219416 DTS DRY BLON 601072-162746 GaLe qoooonoqgodzk 32. 00 BaGee sFRH 88321836211 2.74 6 5 @30 00241005 8 # G 54 Yov Saved 0"" 004400088210 Befa GV GRMS 88787323821 2 Tax SooudtaL' 139 I ""2984   1a; JeaE #GEDT TCT 0783 14E3S409303766 2496 04/27/19 2:69 : 46 Scan ulth Ualnort aPP to gave recelets See bock _"
4.jpg,Unknown,Unknown,4895502.0,"Walmart Save money. Live better. 366 MANager 33 3201 {fancr 5T HRd= 4889 8h38 c 002031 TEI @869+ 05146 Tax Itn82"" 1 deranGe"" 2i EFT   DEBIT PRIHARY TOTAL POrcERGH Taat F @2 '48955028pR COdE  087193 12/08/15 12:39;24 ITEMS SOLD 261 0323 3051 6498 MEV STORE HourS Open 6am ght week 127887fent 12: dd3i2s"" SavIngs Catcher Scan wlth Walnart APP"
5.jpg,Unknown,02/10/2021,6301107.0,WHOLE FOODS MARKET Sunnvvale SVL  408-419-1290 150 E Mc Kinley Ave Sunnyvale CA 94086 KTTL SEA SALT POT CHP $1.29 F BRAIDED BRIOCHE $6.99 F CHEF PLATE MEAL $10 2 $10.00 ea 820.00 F Subtotal 828.28 Net Sales: $28.28 Total $28.28 Sold Items: 4 Paid: RETURNS : We are now accepting returns on purchases with the fol lowing conditions: Returns wi11 only be accepted on purchases made on or after 9/15/2020 AI1 returns require a receipt No returns on items purchased after 90 days. For additional information please Visit wfm. com/returns. *xxxxxrxxxxxxxxrxrxrrr*trt*rxrxxxr*rxx Earn 5% Back at Hhole Foods Market with the Amazon Prime Rewards Visa. Learn more at amazon . COMV/amlazonvisa Xrxxrrxxxxxxxxxxxxxxxxxxxrxxx HOW WaS YOUR SHOPPING EXPERIENCE? Go to: http: / /www.wfm. COm/feedback ENTER FOR A CHANCE To WiN A $250 GIFT CARD 908 6387 02/10/2021 07:10 PM 63011070790806387021020210 6KTHQW62ZD Thanks for chonnino 9t Whole Foods Market
6.JPG,Unknown,26/01/2015,1500000.0,"MOMI & Toy's CREPERTE Lippema3g Mal 1 L VI No. momiantoys_ ind {inst @indmomi Tiwitter) Check: 3850 Pax: 1 OP : Gunawan Gunawan POS Title: Cashier Rcpt#:A15000001363 26/01/2015 16:13 1 Woman 2 Ham Cheese 74,000 Ice Java Tea 16, 000 Minera] Water 13,000 Black & White 72, 000 SUBTOTAL 175,000 TOTAL 175,000 CASH 200, 000 Change 25,000 Closed Bill =~-26/01/2015 16:14 Eiii Thank_you for tast ing our 'Meltingly Crepe' Kemang6"
7.jpg,Unknown,Unknown,7317004.0,See back of receipt for your  chance to win $1000 ID #: 7L2T9HJMZSF Walmart Save money. Live better. 701 223 3066 MANAGER TIM MORRIS 2717 ROCK ISLAND PL BISMARCK ND 58504 ST# 01534 OP# 009048 TE# 48 TR# 04455 6 WING PLATE 020108870398 3.98 ASST 21 063099656595 4.88 X CUTIE CAR 063099656644 12.88 SUBTOTAL 21.74 TAX 6.500 1.15 TAX 7.500 0.30 TOTAL 23.19 DEBIT TEND 23.19 CHANGE DUE 0.00 EFT DEBIT PAY FROM PRIMARY 23.19 TOTAL   PURCHASE US OEBIT KKii TX*x Tirx 2696 1 0 REF # 731700494718 NEIWORK Id 0081 APPR CODE 936886 IJS   DEBIT AID A0000000980840 TC 58B772390A583B44 #NO SIGNATURE REQUIRED TERMINAL # SC011090 11/13/17 12:34:04 ITEMS SOLD TC# 2188 7274 6444 1567 3762 Low Prices You Can Trust Every Day 11/13/17 12:34:11 Store receipts on vour phone Walmart P ay .
8.jpg,Unknown,Unknown,967596.0,"cexcg Thornton #629 16375 N. Washington St _ Thornton, CO 80023 2X Member 3i9 Fpszsbgreast 23.99 E 673919 FF BS 49 E 633561 KS DICED TOM 967596 JACKORGSALSA 3 @ 4.29 12.87 E 878137 18CT EGGS 77053 GRAPE TOMATO 6.29 404609 ECO HALF PAN 6.49 55992 GRND TURKEY 18. 47 E 263423 CHPD ONION 3.59 E 22101 MonT JaCK 2# 4.45 E 85.61 SUBTOTAL TaX 3.52 89 Ki xxx* TOTAL Check /Member Prntd 89.13 CHANGE 0.00 8.507 TAX 0.55 E 3.757 TaX 2.97 TOTAL TaX 3.52 TOTAL NUMBER OF ITEMS SOLD 11 '95T21P11 15;00-629 172 14 OPt; 14 Name: PEPPER Thank You! Please Come Asain Whse : 629 Trm:4 Trn;172 OP:14 2.97"
9.jpg,Unknown,Unknown,9222230.0,"Winco Eoods Ji nhv heu 4 Ru 90124 75137 er : Yol N/YORK TX GGSC 18 FS Fs 7056087677 56 FS GRND B 20167400008 DIET LN 20337400o02 DRBKSHicks 2o743coo008 9 R EYE RND Sik FP 20146200008 EYE RND 20254300000 18.28 ES BEEF FOR 20323300000 48 PORK 1/2 LOIN 4497921020 B/BEST $ 1590013401 BAR HAMEAT 'FRNK 4590001903 2.88 0/m WINCO NOODLES 7055280303 TNDRBRO""CHiR4BR 3727101318 5.98 Fs KRFT DELUXE MAC 2100065886 3.64 2 0 82 EGGO WAFFLE 3800037435 L/D NUTTY BARS 2430004120 Lid OATMEAL CRM 2430004101 LiNKS MILD 74295503660 FGfREVOFRHQUSE 9222230256 H RESERS POT  SLD 7111719300 DM SPAG SAUCE 2400052363 hunTS MANWICH 2700044212 82 DM PNAPL  CHNKY 2400000164 96 FS 98 SUNBEAN' BUNS 7763306333 1.98 MINco' SNDwCH_WT  7055200115 91 WINCO HoMo MILK 7055240600 2.48 R EGGS 7003837280 1.37 SUBTOTAL 121.92 TOTAL  TaX 00 IOTAL 121.92 40770ut4 0oo"" #incof uad"" Cockrel| Dunetny | Etor4 anca Cashl , 09/08/14 11;16.24 7045400658 26840100000 KINGS CHIGKEN '7056.096902 BLEND PICSWEET GREENS PICSHEET O06OO 268401C WiNGS CHICKEN 8 CHOP LOIN 8 STEN H STEAK"
